views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,ad_revenue_usd,engagement_rate,category_Entertainment,category_Gaming,category_Lifestyle,category_Music,category_Tech,device_Mobile,device_TV,device_Tablet,country_CA,country_DE,country_IN,country_UK,country_US
9914,520.0,315.0,26054.17221,12.64622092,856311,188.8406001,0.08422432923138995,True,False,False,False,False,False,False,False,False,False,True,False,False
9973,970.0,391.0,45763.57456,23.41346663,844790,291.1092412,0.1364684648551088,False,False,False,True,False,False,False,True,False,False,False,True,False
9849,1461.0,274.3966359383599,20427.46481,18.14394537,602992,180.9322614,0.17620028794175652,False,False,False,False,False,False,False,False,False,False,False,False,True
10060,629.0,196.0,37543.8277213796,3.690922645,85016,346.5261459,0.08200795228628231,False,False,False,True,False,False,True,False,False,False,False,False,False
10170,743.0,351.0,36572.09351,20.61016181,614925,244.2131002,0.10757128810226155,False,False,False,True,False,False,True,False,False,True,False,False,False
10062,303.0,291.0,40164.81705,5.237453095,228912,251.994725,0.059033989266547404,False,False,False,False,False,True,False,False,True,False,False,False,False
9903,1975.0,277.0,55388.22875,27.19929918,265209,351.4342202,0.2274058366151671,False,True,False,False,False,False,False,False,False,True,False,False,False
10037,1224.0,124.0,20564.11376,17.21277572,425436,172.4155138,0.13430307860914617,True,False,False,False,False,False,True,False,False,True,False,False,False
9866,842.0,483.0,50169.43335,10.18993835,453782,310.7045629,0.13429961483884045,False,False,False,True,False,False,False,False,False,False,False,True,False
9965,1239.0,199.0,43841.95932,12.48189448,376174,283.3314606,0.14430506773707977,False,True,False,False,False,True,False,False,False,False,False,False,False
10186,1946.0,248.0,17463.41342,19.14309868,627639,173.114,0.21539367759670136,False,False,False,True,False,False,True,False,False,False,True,False,False
9960,1774.0,316.0,44113.22873,11.70842387,425761,295.7904716,0.20983935742971888,False,False,False,False,False,True,False,False,False,False,False,False,False
10033,1099.6336179837122,400.0,23282.10275,9.578836802,984698,194.9195823,0.1494701104339392,False,False,False,False,True,False,False,False,False,False,True,False,False
10122,438.0,443.0,19703.50249,12.75688565,107316,160.7745211,0.08703813475597708,False,False,False,False,True,True,False,False,True,False,False,False,False
9816,1173.0,253.0,18897.71037,26.13454938,549290,164.7483121,0.14527302363488181,False,False,False,True,False,True,False,False,False,False,True,False,False
9974,282.0,155.0,24049.28269,12.96387205,631891,172.8605343,0.04381391618207339,False,False,False,False,False,False,False,False,False,False,False,False,False
10051,743.0,127.0,15237.16918,22.27034688,614036,139.1588346,0.0865585513879216,True,False,False,False,False,True,False,False,False,False,True,False,False
9983,1294.0,413.0,35345.03263,7.566128588,762548,247.9895814,0.17099068416307722,False,False,True,False,False,False,False,True,False,False,False,False,False
9955,1128.0,80.0,35977.3587,22.21711184,12714,242.2483254,0.12134605725765947,False,False,False,False,False,False,True,False,False,False,False,False,True
10091,447.0,466.0,51287.23132,6.910122871,383972,310.0656106,0.09047666237241106,False,False,False,False,True,False,False,True,False,False,True,False,False
10073,353.0,274.3966359383599,23191.30778,26.68213916,562014,176.2235382,0.06228498321635658,True,False,False,False,False,False,True,False,False,True,False,False,False
10001,267.0,470.0,58340.0429,18.89668023,849753,339.8224331,0.0736926307369263,False,False,True,False,False,False,True,False,False,False,False,False,False
10025,1372.0,286.0,58406.20642,20.67796228,347914,356.0889643,0.16538653366583542,False,False,False,False,False,False,True,False,False,False,False,True,False
9903,1099.6336179837122,133.0,49664.71187,23.54941714,918110,314.4818313,0.12447072785859963,True,False,False,False,False,True,False,False,False,True,False,False,False
9972,886.0,418.0,20612.59246,15.79066753,930802,171.5491493,0.13076614520657842,False,True,False,False,False,False,False,True,False,False,False,True,False
9966,1135.0,295.0,24395.34989,26.31819205,185505,191.5174382,0.1434878587196468,False,True,False,False,False,False,False,False,False,False,False,False,True
9852,1697.0,416.0,16570.54378,21.64608637,961816,165.7720874,0.2144742184328055,False,True,False,False,False,False,True,False,False,False,False,False,False
10161,864.0,408.0,42105.80861,2.686397287,833608,273.3144527,0.1251845290817833,False,False,False,False,True,True,False,False,False,False,False,False,True
9987,1172.0,444.0,43495.60017,7.392095962,221793,284.8725154,0.16181035345949735,False,False,True,False,False,False,False,True,False,False,True,False,False
9999,1175.0,308.0,37543.8277213796,27.38684799,312711,341.2487569,0.1483148314831483,False,False,False,True,False,True,False,False,True,False,False,False,False
10128,1055.0,61.0,52346.20282,7.026761487,141410,318.7399866,0.11018957345971564,False,False,False,False,True,True,False,False,False,False,True,False,False
10273,264.0,327.0,37543.8277213796,2.70075793,597184,242.2905264,0.05752944612089945,False,False,True,False,False,False,False,True,False,False,True,False,False
9944,199.0,439.0,58705.44848,23.45355428,799592,339.5466105,0.06415929203539823,False,False,False,False,True,False,False,False,False,True,False,False,False
9950,1673.0,459.0,37543.8277213796,7.473298121,533452,226.2891885,0.2142713567839196,False,False,True,False,False,False,True,False,False,False,False,False,True
9937,1065.0,448.0,42940.65061,28.25132054,178946,280.2253689,0.15225923316896448,False,True,False,False,False,False,False,False,False,False,False,False,False
9939,307.0,264.0,14959.06417,15.81367352,732948,132.1251162,0.05745044773116008,False,False,False,False,True,True,False,False,False,False,False,False,False
9988,1798.0,373.0,36699.65611,9.311696347,643406,262.3769855,0.21736083299959952,False,False,True,False,False,False,False,True,False,False,False,True,False
10070,483.0,307.0,59256.83354,22.4883302,292529,345.4151221,0.07845084409136048,False,False,False,False,False,False,True,False,False,False,False,True,False
10058,1695.0,276.0,18804.67285,19.63206263,78951,174.9377055,0.19596341220918673,False,False,False,False,False,False,False,True,False,False,True,False,False
9903,1167.0,350.0,42632.67376,6.825830161,212587,278.6649971,0.1531859032616379,False,False,False,False,False,False,False,True,True,False,False,False,False
9991,1567.0,451.0,37406.3271,12.0232549,297312,263.0945774,0.2019817836052447,True,False,False,False,False,True,False,False,False,False,True,False,False
10161,1099.6336179837122,253.0,41867.51687,9.704127405,879974,263.3395313,0.13312012774172938,False,False,False,True,False,False,False,True,True,False,False,False,False
10008,1145.0,422.0,24420.85021,6.868152693,868074,194.2111641,0.15657474020783374,False,False,False,False,False,False,True,False,True,False,False,False,False
9793,1237.0,334.0,35975.01822,24.56005244,132557,247.6322163,0.16042070866945776,False,False,False,True,False,False,True,False,True,False,False,False,False
9878,1570.0,148.0,36643.63043,20.60542733,261701,253.7538367,0.17392184652763718,False,False,True,False,False,False,False,False,False,False,True,False,False
9857,1115.0,110.0,27451.71199,24.70029915,74076,201.8354262,0.12427716343715127,False,False,True,False,False,False,False,False,False,False,False,False,True
10096,1767.0,274.3966359383599,26688.30106,25.13828764,83803,211.4611667,0.20219855744238904,True,False,False,False,False,True,False,False,False,False,False,True,False
9851,758.0,390.0,45436.51558,26.65347833,817107,285.270736,0.11653639224444219,True,False,False,False,False,False,False,True,False,False,False,False,True
9888,779.0,164.0,48402.8158,10.4368495,915280,295.9248415,0.09536812297734627,False,False,False,False,False,False,False,False,False,False,True,False,False
10044,1024.0,264.0,16732.11971,10.18928076,264686,153.3546727,0.1282357626443648,False,False,True,False,False,False,False,True,False,False,False,False,False
9982,1981.0,274.3966359383599,50028.51598,23.71737116,616220,326.0272889,0.22594636705453414,False,False,False,True,False,False,True,False,False,False,False,False,False
10118,434.0,155.0,29007.90278,25.58820803,794733,199.6008998,0.05821308559003756,False,False,False,True,False,False,False,True,False,False,False,False,True
10025,1092.0,312.0,48928.45604,18.11217477,64084,307.0401844,0.1400498753117207,False,False,False,True,False,False,False,True,False,False,False,True,False
10031,750.0,418.0,22597.26089,24.48814778,281627,178.8758727,0.11643903897916459,False,False,False,False,False,False,True,False,True,False,False,False,False
10050,1923.0,488.0,37533.01935,3.851173947,605523,270.7539152,0.2399004975124378,False,False,False,False,False,False,False,False,False,False,False,False,True
10087,667.0,356.0,22280.63549,16.07212796,668828,175.1827468,0.10141766630316248,True,False,False,False,False,True,False,False,False,False,False,True,False
10022,467.0,209.0,37543.8277213796,27.62508351,625757,327.2472744,0.06745160646577529,True,False,False,False,False,False,True,False,True,False,False,False,False
10117,228.0,274.3966359383599,58136.73797,6.932233431,160887,335.0512008,0.04965865730338637,False,False,False,False,True,True,False,False,False,False,False,True,False
10071,1608.0,71.0,32759.08997,13.21886913,566115,235.7753311,0.16671631416939728,False,False,False,False,True,True,False,False,False,False,False,False,False
9991,608.0,190.0,40872.73038,8.879911696,455376,258.4684896,0.07987188469622661,False,False,True,False,False,False,False,True,False,False,False,False,True
10063,1994.0,181.0,37543.8277213796,13.15762223,340028,173.0152153,0.21613832853025935,False,True,False,False,False,False,True,False,False,True,False,False,False
10028,1834.0,437.0,53840.63142,18.67591351,569303,345.1158762,0.22646589549262067,False,True,False,False,False,False,False,True,True,False,False,False,False
10015,1309.0,274.3966359383599,38435.94994,17.69082406,944819,256.9020414,0.15810250982909235,False,True,False,False,False,True,False,False,False,False,False,False,True
10096,1821.0,202.0,57747.11626,18.58667463,953736,359.6249817,0.20037638668779714,True,False,False,False,False,False,True,False,False,False,True,False,False
10076,1708.0,489.0,27357.15225,18.28884596,891847,219.2368035,0.21804287415641127,False,True,False,False,False,False,False,False,False,False,False,False,True
9987,1374.0,149.0,45364.24509,6.779677794,619758,292.0838847,0.15249824772203865,False,False,False,True,False,False,False,True,False,True,False,False,False
9964,1052.0,145.0,25863.03059,22.27641143,654292,194.4217973,0.12013247691690085,False,False,False,False,False,False,False,True,False,True,False,False,False
10132,1099.6336179837122,261.0,37543.8277213796,19.86647926,983644,310.5063027,0.13429072423842403,False,True,False,False,False,True,False,False,False,False,True,False,False
9902,1113.0,307.0,31908.80843,21.15389274,256067,226.4345678,0.1434053726519895,False,False,False,False,False,False,False,False,False,False,False,False,True
9969,1612.0,478.0,28489.05122,16.30875753,443807,222.1766228,0.20964991473568062,False,True,False,False,False,True,False,False,False,True,False,False,False
10120,623.0,431.0,29321.41789,3.868543503,176810,209.0815176,0.1041501976284585,False,True,False,False,False,False,False,True,False,False,True,False,False
9703,819.0,386.0,25840.3365,9.885193364,490303,193.0923915,0.12418839534164691,True,False,False,False,False,True,False,False,False,False,False,False,False
10134,1036.0,506.0,50377.74067,22.68306614,853598,316.812676,0.1521610420367081,True,False,False,False,False,False,True,False,False,False,False,False,False
9988,1551.0,102.0,29328.90489,5.435542755,281077,218.7242674,0.16549859831798158,False,False,False,False,True,False,True,False,False,False,False,False,True
10172,386.0,352.0,45084.6539,29.72847543,289623,278.2375932,0.07255210381439245,False,True,False,False,False,False,True,False,False,False,False,False,False
10130,1000.0,99.0,30756.40229,20.27346416,290266,216.6723375,0.10848963474827246,True,False,False,False,False,False,True,False,False,False,True,False,False
10014,1521.0,447.0,35130.66998,20.91665621,200883,251.6263821,0.19652486518873577,False,False,True,False,False,False,False,False,True,False,False,False,False
10049,1099.6336179837122,420.0,29678.14563,8.299220888,440992,213.4699214,0.15122237217471513,False,True,False,False,False,True,False,False,False,False,True,False,False
10088,1062.0,185.0,31087.96542,21.04608363,439969,220.5603953,0.12361221252973831,False,True,False,False,False,False,True,False,False,False,False,True,False
10005,617.0,264.0,17283.41376,15.95160895,757429,148.7553104,0.088055972013993,True,False,False,False,False,False,True,False,False,False,False,True,False
10126,1521.0,274.3966359383599,34418.93048,7.746601412,859947,242.8904136,0.17730561287165317,False,False,True,False,False,True,False,False,False,False,False,False,True
9975,642.0,227.0,45406.10646,24.47980737,12347,280.9781886,0.08711779448621554,False,True,False,False,False,False,False,False,False,False,True,False,False
10123,372.0,471.0,37543.8277213796,18.91821895,119287,229.8651454,0.08327570878198162,False,False,False,True,False,True,False,False,True,False,False,False,False
10115,839.0,220.0,38659.85495,10.91066747,382107,253.1677971,0.10469599604547701,False,True,False,False,False,False,True,False,True,False,False,False,False
10131,869.0,263.0,17203.9746,28.66068785,621822,153.3513266,0.11173625505873062,False,False,True,False,False,False,False,False,False,False,True,False,False
10037,504.0,197.0,52327.58337,6.994060247,670459,311.0453076,0.06984158613131414,True,False,False,False,False,False,False,True,False,False,True,False,False
9959,1697.0,459.0,55011.00683,25.08885897,103488,348.2975902,0.2164875991565418,False,False,False,False,False,False,False,True,False,False,False,False,True
9936,1905.0,477.0,52928.46585,24.07885916,187233,342.243879,0.23973429951690822,False,True,False,False,False,False,False,False,False,False,False,False,False
9937,621.0,274.3966359383599,37792.87562,21.77264191,298615,247.3623239,0.0901073398347952,False,False,False,False,True,False,False,True,False,False,False,False,True
10086,1760.0,52.0,45819.8862,28.10625668,690979,299.7149948,0.17965496728138014,False,False,True,False,False,True,False,False,False,False,True,False,False
10020,205.0,485.0,32237.90793,11.61124,426856,216.0541784,0.0688622754491018,False,False,True,False,False,True,False,False,False,False,False,True,False
10028,358.0,414.0,36952.17768,4.227179252,536971,239.7308173,0.07698444355803749,False,False,False,False,True,False,True,False,False,False,False,False,False
9957,489.0,138.0,21955.52854,4.73347189,104629,166.1664759,0.06297077432961735,False,True,False,False,False,False,False,False,False,False,False,False,False
10046,701.0,151.0,44867.61833,5.947550671,888173,278.51722,0.08480987457694605,True,False,False,False,False,True,False,False,False,False,False,False,True
9878,893.0,204.0,56591.41021,6.547906412,503783,337.1250104,0.1110548694067625,False,False,False,False,True,False,True,False,False,False,False,False,True
9914,1955.0,115.0,54642.47625,10.854213,242650,344.8475596,0.2087956425257212,False,False,False,False,False,False,True,False,False,True,False,False,False
9977,425.0,141.0,58818.12621,14.05961662,124124,339.0122872,0.05673048010423975,True,False,False,False,False,True,False,False,False,False,False,True,False
10141,265.0,178.0,29029.86752,20.40563583,310844,197.314939,0.04368405482694014,False,False,True,False,False,False,False,False,False,False,False,False,False
10136,1138.0,403.0,51039.5025,16.40482534,563692,319.9258092,0.15203235990528807,False,False,False,True,False,False,True,False,False,False,True,False,False
9935,1129.0,114.0,42234.44146,7.338355874,728832,272.2449148,0.12511323603422245,False,False,False,False,False,False,False,False,False,False,False,True,False
9912,1574.0,449.0,46022.75399,7.966542902,371849,303.3913451,0.2040960451977401,False,False,True,False,False,False,False,True,False,False,False,False,False
9959,1717.0,274.3966359383599,58204.80979,15.67932761,274749,360.7939727,0.19995949753372425,False,False,False,False,False,False,True,False,False,False,False,False,True
10036,1153.0,274.3966359383599,51045.19282,23.56482826,58801,314.4816397,0.1422276440751654,True,False,False,False,False,False,True,False,False,False,True,False,False
10023,1107.0,212.0,54941.12164,9.537085174,457714,333.9157652,0.13159732614985534,True,False,False,False,False,True,False,False,False,False,False,False,False
9972,820.0,427.0,24431.37983,6.021472902,17852,188.5732795,0.1250501403931007,False,True,False,False,False,False,False,False,False,False,False,False,True
9870,1695.0,218.0,30631.2146,7.236127063,625368,228.7179383,0.19381965552178318,True,False,False,False,False,True,False,False,False,False,False,True,False
10059,1966.0,436.0,24518.72924,15.91760954,976120,209.2897875,0.23879113231931604,True,False,False,False,False,False,False,True,False,True,False,False,False
10019,1662.0,460.0,31230.15791,27.51557078,45933,235.9101831,0.21179758458928036,False,False,False,False,False,False,True,False,False,False,False,True,False
9950,1099.6336179837122,465.0,31101.65338,16.39403939,98765,217.0012309,0.15724960984760927,False,False,False,False,False,False,True,False,True,False,False,False,False
10035,1205.0,140.0,38173.51785,26.13886222,120925,255.3736948,0.1340308918784255,False,False,False,False,False,False,True,False,False,False,False,False,True
9866,365.0,168.0,46315.42305,28.33680519,525022,278.9223109,0.05402392053517129,True,False,False,False,False,False,False,False,False,False,False,False,False
10131,1282.0,464.0,57871.3035,14.57083842,790328,355.631934,0.17234231566479125,False,False,False,False,False,False,False,False,False,False,False,False,True
9926,261.0,282.0,41117.83576,9.523994487,838557,254.9025972,0.05470481563570421,False,False,False,False,False,False,False,True,False,False,False,False,True
